link.id,resource,resource.lifestage,consumer,consumer.lifestage,link.evidence,full.source,res.genus,res.subfamily,res.family,res.order,res.class,res.category,con.genus,con.subfamily,con.family,con.order,con.class,con.category
284,Drosophila melanogaster,,Ergone,,observed,"Dinter, A. 1998. lntraguild predation between erigonid spiders, lacewing larvae and carabids. J. Appl. Ent. 122, 163-167 .", Drosophila,Drosophilinae,Drosophilidae,Diptera,Insecta,fructivore,Erigone,NA,Linyphiidae,Araneae,Arachnida,predator
285,Lepidocyrtus lunuginosus,,Erigone,,observed,"Dinter, A. 1998. lntraguild predation between erigonid spiders, lacewing larvae and carabids. J. Appl. Ent. 122, 163-167 .",Lepidocyrtus,NA,Entomobryidae,Colembolla,Insecta,detritivore,Erigone,NA,Linyphiidae,Araneae,Arachnida,predator
286,Chrysoperla carnea ,larvae,Erigone,,observed,"Dinter, A. 1998. lntraguild predation between erigonid spiders, lacewing larvae and carabids. J. Appl. Ent. 122, 163-167 .",Chrysoperla,NA,Chrysopidae,Neuroptera,Insecta,predator,Erigone,NA,Linyphiidae,Araneae,Arachnida,predator
287,Diptera,,Erigone,,observed-gut/stomach analysis,"Harwood, J.  Bostrom , M.,  Hladilek, E.,  Wise, D., and  Obrycki, J. 2007. An order-specific monoclonal antibody to Diptera reveals the impact of alternative prey on spider feeding behavior in a complex food web.Biological Control 41 (2007) 397–407. doi:10.1016/j.biocontrol.2007.02.008",NA,NA,NA,Diptera,Insecta,herbivore/ scavenger/ detritivore/  predator/  parasite,Erigone,NA,Linyphiidae,Araneae,Arachnida,predator
288,Collembola,,Erigone,,observed-gut/stomach analysis,"Harwood, J.  Bostrom , M.,  Hladilek, E.,  Wise, D., and  Obrycki, J. 2007. An order-specific monoclonal antibody to Diptera reveals the impact of alternative prey on spider feeding behavior in a complex food web.Biological Control 41 (2007) 397–407. doi:10.1016/j.biocontrol.2007.02.008",NA,NA,NA,Collembolla,Insecta,detritivore,Erigone,NA,Linyphiidae,Araneae,Arachnida,predator
289,Psocoptera,,Erigone,,observed-gut/stomach analysis,"Turner, B. 1984.Predation pressure on the arboreal epiphytic herbivores of larch trees in southern England, Ecological entomology, 9,  91 - 100",NA,NA,NA,Psocoptera,Insecta,fungivore,Erigone,NA,Linyphiidae,Araneae,Arachnida,predator
290,,,Lepthyphantes alacris,,,,,,,,,,Lepthyphantes,NA,Linyphiidae,Araneae,Arachnida,predator
291,,,Lepthyphantes (j),juvenile,,,,,,,,,Lepthyphantes,NA,Linyphiidae,Araneae,Arachnida,predator
292,Sitobion avenae,,Lepthyphantes ,,observation,"Samu, F.,  Sunderland, K.,  Topping, C., and Fenlon, J. 1996. A spider population in flux: selection and abandonment of artificial web-sites and the importance of intraspecific interactions in Lepthyphantes tenuis (Araneae: Unyphiidae) in wheat .Oecologia, 106:228-239",Sitobion,NA,Aphididae,Hemiptera,Insecta,herbivore,Lepthyphantes,NA,Linyphiidae,Araneae,Arachnida,predator
293,,,Metopobactrus prominulus,,,,,,,,,,Metopobactrus,NA,Linyphiidae,Araneae,Arachnida,predator
294,,,Porrhomma pygmaeum,,,,,,,,,,Porrhomma ,NA,Linyphiidae,Araneae,Arachnida,predator
295,Collembola,,Porrhomma ,,observed- gut/stomach analysis," Parimuchova, A.  Dustakova, L., Kova L , Machakova, T., Slaby, O.  and Pekar, S.  2021. The food web in a subterranean ecosystem is driven by intraguild predations Scientific Reports,  11:4994 . https://doi.org/10.1038/s41598-021-84521-1 ",NA,NA,NA,Collembola,,detritivore,Porrhomma ,NA,Linyphiidae,Araneae,Arachnida,predator
296,Acari,,Porrhomma ,,observed- gut/stomach analysis," Parimuchova, A.  Dustakova, L., Kova L , Machakova, T., Slaby, O.  and Pekar, S.  2021. The food web in a subterranean ecosystem is driven by intraguild predations Scientific Reports,  11:4994 . https://doi.org/10.1038/s41598-021-84521-1 ",NA,NA,NA,Acari,Arachnida,omnivore,Porrhomma ,NA,Linyphiidae,Araneae,Arachnida,predator
297,Coleoptera,,Porrhomma ,,observed- gut/stomach analysis," Parimuchova, A.  Dustakova, L., Kova. L , Machakova, T., Slaby, O.  and Pekar, S.  2021. The food web in a subterranean ecosystem is driven by intraguild predations Scientific Reports,  11:4994 . https://doi.org/10.1038/s41598-021-84521-1 ",NA,NA,NA,Coleoptera,Insecta,fungivore/ herbivor/detritivore/ predator,Porrhomma ,NA,Linyphiidae,Araneae,Arachnida,predator
298,,,Hylyphantes graminicola,,,,,,,,,,Hylyphantes,NA,Linyphiidae,Araneae,Arachnida,predator
299,,,Hypomma bituberculatum,,,,,,,,,,Hypomma,NA,Linyphiidae,Araneae,Arachnida,predator
300,,,Stemonyphates lineatus (j),juvenile,,,,,,,,,Stemonyphates,NA,Linyphiidae,Araneae,Arachnida,predator
301,,,Gnathonarium dentatum,,,,,,,,,,Gnathonarium,NA,Linyphiidae,Araneae,Arachnida,predator
302,Diptera,,Araneus diadematus,,observed,"Ludy, C. 2007. Prey selection of orb-web spiders (Araneidae) on field margins. Agriculture, Ecosystems and Environment 119 (2007) 368–372",NA,NA,NA,Diptera,Insecta,herbivore/ scavenger/ detritivore/  predator/  parasite,Araneus,NA,Araenidae,Araneae,Arachnida,predator
303,Hymenoptera,,Araneus diadematus,,observed,"Ludy, C. 2007. Prey selection of orb-web spiders (Araneidae) on field margins. Agriculture, Ecosystems and Environment 119 (2007) 368–372",NA,NA,NA,Hymenoptera,Insecta,"nectivore, predator, herbivore, parasitoid, hyperparasitoid",Araneus,NA,Araenidae,Araneae,Arachnida,predator
304,Sternorrhyncha,,Araneus diadematus,,observed,"Ludy, C. 2007. Prey selection of orb-web spiders (Araneidae) on field margins. Agriculture, Ecosystems and Environment 119 (2007) 368–372",NA,NA,NA,Sternorrhyncha,Insecta,herbivore,Araneus,NA,Araenidae,Araneae,Arachnida,predator
305,Coleoptera,,Araneus diadematus,,observed,"Ludy, C. 2007. Prey selection of orb-web spiders (Araneidae) on field margins. Agriculture, Ecosystems and Environment 119 (2007) 368–372",NA,NA,NA,Coleoptera,Insecta,fungivore/ herbivor/detritivore/ predator,Araneus,NA,Araenidae,Araneae,Arachnida,predator
306,Coccinella septempunctata,,Araneus diadematus,,observed,"Slogget, J.  2010. Predation of ladybird beetles by the orb-web spider Araneus diadematus.BioControl (2010) 55:631–638 DOI 10.1007/s10526-010-9291-0",Coccinella,NA,Coccinellidae ,Coleoptera,Insecta,predator,Araneus,NA,Araenidae,Araneae,Arachnida,predator
307,Araneae,,Araneus diadematus,,observed- gut/stomach analysis,"van Schrojenstein Lantman, I,   Vesterinen, E.  Hertzog, L. , Martel, A.,V erheyen, K., Lens, L and  Bonte, D.  2021. Body size and tree species composition determine variation in prey consumption in a forest- inhabiting generalist predator. Ecology and Evolution,  11:8295–8309. DOI: 10.1002/ece3.7659 ",NA,NA,NA,Araneae,Arachnida,predator,Araneus,NA,Araenidae,Araneae,Arachnida,predator
308,Neuroptera,,Araneus diadematus,,observed- gut/stomach analysis,"van Schrojenstein Lantman, I,   Vesterinen, E.  Hertzog, L. , Martel, A.,V erheyen, K., Lens, L and  Bonte, D.  2021. Body size and tree species composition determine variation in prey consumption in a forest- inhabiting generalist predator. Ecology and Evolution,  11:8295–8309. DOI: 10.1002/ece3.7659 ",NA,NA,NA,Neuroptera,Insecta,predator,Araneus,NA,Araenidae,Araneae,Arachnida,predator
309,Hemiptera,,Araneus diadematus,,observed- gut/stomach analysis,"van Schrojenstein Lantman, I,   Vesterinen, E.  Hertzog, L. , Martel, A.,V erheyen, K., Lens, L and  Bonte, D.  2021. Body size and tree species composition determine variation in prey consumption in a forest- inhabiting generalist predator. Ecology and Evolution,  11:8295–8309. DOI: 10.1002/ece3.7659 ",NA,NA,NA,Hemiptera,Insecta,herbivore,Araneus,NA,Araenidae,Araneae,Arachnida,predator
310,Lepidoptera,,Araneus diadematus,,observed- gut/stomach analysis,"van Schrojenstein Lantman, I,   Vesterinen, E.  Hertzog, L. , Martel, A.,V erheyen, K., Lens, L and  Bonte, D.  2021. Body size and tree species composition determine variation in prey consumption in a forest- inhabiting generalist predator. Ecology and Evolution,  11:8295–8309. DOI: 10.1002/ece3.7659 ",NA,NA,NA,Lepidoptera,Insecta,herbivore/nectivore,Araneus,NA,Araenidae,Araneae,Arachnida,predator
311,Pscocodea,,Araneus diadematus,,observed- gut/stomach analysis,"van Schrojenstein Lantman, I,   Vesterinen, E.  Hertzog, L. , Martel, A.,V erheyen, K., Lens, L and  Bonte, D.  2021. Body size and tree species composition determine variation in prey consumption in a forest- inhabiting generalist predator. Ecology and Evolution,  11:8295–8309. DOI: 10.1002/ece3.7659 ",NA,NA,NA,Pscocodea,Insecta,fungivore/detritivore/herbivore,Araneus,NA,Araenidae,Araneae,Arachnida,predator
312,,,Larinoides cornutus,adults/juvenile,,,,,,,,,Larinoides,NA,Araenidae,Araneae,Arachnida,predator
313,Limoniidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Limoniidae,Diptera,Insecta,herbivore/predator/detritivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
314,Culicidae ,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Culicidae,Diptera,Insecta,nectivore/haematophyte,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
315,Chironomidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Chironomidae,Diptera,Insecta,herbivore/ detritivore/predator,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
316,Bibionidea,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,NA,Diptera,Insecta,herbivore/scavenger,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
317,Nematocera,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,NA,Diptera,Insecta,fungivore/detritivore/predator,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
318,Syrphidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Syrphidae,Diptera,Insecta,nectivore/predator,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
319,Sepsidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Sepsidae,Diptera,Insecta,scavenger,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
320,Drosophila,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",Drosophila ,NA,Drosophilidae,Diptera,Insecta,fructivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
321,Musca domestica,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",Musca,NA,Muscidae,Diptera,Insecta,coprophagous/detritivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
322,Brachycera,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,NA,Diptera,Insecta,predator/scavenger,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
323,Carabidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Carabidae,Coleoptera,Insecta,predator/herbivore/omnivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
324,Cantharidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Cantharidae,Coleoptera,Insecta,predator/nectivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
325,Staphylinidae ,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Staphylinidae,Coleoptera,Insecta,predators/scavengers,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
326,Elateridae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Elateridae,Coleoptera,Insecta,predator/herbivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
327,Byturus ,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",Byturus,NA,Byturidae,Coleoptera,Insecta,herbivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
328,Coccinellidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Coccinellidae ,Coleoptera,Insecta,predator,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
329,Lagria,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",Lagria,Lagriinae,Tenebrionidae,Coleoptera,Insecta,nectivore/detritivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
330,Oedemeridae ,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Oedemeridae ,Coleoptera,Insecta,xylophagous/palynivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
331,Cerambycidae ,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Cerambycidae ,Coleoptera,Insecta,xylophagous,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
332,Halticinae ,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,Halticinae,Halictidae,Hymenoptera,Insecta,herbivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
333,Chrysomelidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Chrysomelidae,Coleoptera,Insecta,herbivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
334,Rhynchaenus fagi ,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",Rhynchaenus ,,Curculionidae,Coleoptera,Insecta,herbivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
335,Curculionidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,Curculioninae,Curculionidae,Coleoptera,Insecta,herbivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
336,Coleoptera ,adults/larvae,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,NA,Coleoptera,Insecta,fungivore/ herbivor/detritivore/ predator,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
337,Aphidoidea ,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,NA,Hemiptera,Insecta,herbivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
338,Psyllidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Psyllidae,Hemiptera,Insecta,herbivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
339,Cicadina,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,Cicadinae,Cicadidae,Hemiptera,Insecta,herbivore,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
340,Formicidae,,Araenidae ,,observed,"Nentwig, W. 1983The Prey of Web-building Spiders Compared with Feeding Experiments (Araneae: Araneidae, Linyphiidae, Pholcidae, Agelenidae) .Oecologia (Berlin) 56 : 132-139 ",NA,NA,Formicidae,Hymenoptera,Insecta,scavenger/predator,Araenidae,NA,Araenidae,Araneae,Arachnida,predator
